Ventas_Tienda_1,Ventas_Tienda_2,Ventas_Tienda_3
55.62,58.62,62.97
48.0,62.96,61.33
41.55,55.13,59.83
40.66,61.79,55.17
56.32,54.88,56.45
64.89,61.44,60.03
30.49,56.06,60.6
42.42,55.95,57.47
46.43,71.03,60.76
41.7,57.81,57.7
29.15,55.17,60.88
35.06,58.42,59.87
37.22,57.97,57.97
62.35,62.42,60.27
64.93,66.03,59.6
43.21,60.94,62.12
44.27,65.48,61.48
34.34,59.57,58.85
54.41,58.5,57.79
55.97,60.13,59.06
57.46,68.68,62.05
56.75,61.88,58.44
54.06,63.58,58.22
41.17,59.22,60.98
48.98,65.39,58.43
41.8,59.88,57.55
41.53,63.25,61.58
43.58,69.61,62.81
36.74,67.14,62.93
53.33,54.38,58.07
43.81,58.09,63.18
40.79,58.72,60.79
44.21,65.3,62.39
49.94,58.85,62.05
34.71,57.19,60.21
56.79,54.87,62.84
47.51,64.66,60.66
56.1,65.07,60.19
41.25,60.83,61.45
39.04,57.2,53.19
34.67,57.18,60.25
45.3,61.09,60.08
65.21,56.36,62.18
23.89,59.29,59.26
47.48,62.83,60.55
37.45,61.9,60.24
66.21,59.04,59.56
47.07,56.21,57.26
37.73,64.07,54.03
38.85,66.48,61.42
60.84,51.64,58.5
52.92,52.42,59.35
41.68,61.92,60.27
58.87,51.66,57.43
61.28,53.08,59.64
58.83,62.24,62.52
59.86,51.44,60.01
31.24,65.06,59.13
47.13,61.37,61.67
32.18,60.91,57.78
34.94,58.18,62.43
32.68,63.57,61.01
38.83,51.74,59.02
43.8,60.09,61.85
51.34,57.75,61.59
57.02,62.01,59.19
32.57,52.23,60.13
78.13,66.19,56.16
45.48,68.52,56.99
34.21,61.28,57.48
48.35,60.17,55.71
43.24,60.47,64.29
52.7,56.12,60.34
41.0,58.26,62.29
43.06,63.7,64.0
40.05,65.25,60.1
19.63,54.37,60.99
54.23,61.68,59.98
51.31,54.41,62.99
40.27,57.5,59.47
45.31,60.48,61.0
66.63,68.63,61.77
35.01,58.31,62.02
50.67,65.87,56.51
59.7,73.19,61.21
51.84,57.39,61.61
45.49,60.14,61.46
56.86,47.01,63.15
55.13,56.8,61.63
51.63,50.0,61.59
43.69,66.92,60.97
35.07,59.9,59.52
61.72,54.17,57.64
49.89,60.14,59.04
44.93,58.36,59.67
37.02,63.83,59.15
81.74,55.89,63.2
36.97,64.75,59.5
48.51,62.81,61.73
42.83,62.53,57.52
46.9,69.74,60.27
36.51,52.98,58.0
44.86,57.46,59.43
49.33,68.04,59.06
42.0,67.49,61.76
26.74,62.27,62.13
31.84,64.33,59.58
27.0,58.44,59.2
39.23,64.36,57.12
43.54,61.39,63.42
32.08,59.33,61.44
27.64,56.86,61.04
53.65,62.74,56.27
48.45,56.94,60.42
34.7,55.02,63.25
32.31,57.42,60.42
47.32,50.05,60.39
53.42,68.81,62.6
36.66,58.74,57.58
48.51,54.07,61.16
37.35,53.7,61.48
50.73,61.28,64.05
56.49,60.43,62.62
39.28,56.94,57.45
61.45,63.54,59.27
42.32,59.3,60.24
41.87,55.52,58.79
50.74,54.1,59.16
54.71,63.18,59.58
58.06,59.36,59.04
50.17,55.5,62.54
39.96,59.72,57.57
38.23,63.14,61.03
59.91,56.94,60.14
53.05,56.42,62.13
48.27,55.3,60.92
29.43,65.16,59.75
59.7,60.95,57.14
47.29,59.84,63.76
57.6,57.91,60.39
51.01,51.96,56.82
36.97,49.29,60.09
44.31,56.05,58.15
36.84,70.14,58.93
53.37,56.62,59.26
45.72,62.22,57.5
48.21,62.38,60.22
54.83,60.48,63.87
47.53,65.44,59.0
48.77,63.59,60.99
42.64,64.36,62.0
38.05,62.11,62.81
37.18,57.2,61.58
50.65,59.62,56.79
44.32,50.2,60.01
48.29,50.32,57.13
34.81,58.09,62.04
59.52,65.6,60.16
47.57,57.5,60.46
61.59,72.17,60.59
39.67,63.81,60.57
25.06,51.19,56.5
38.71,63.68,57.21
52.22,50.83,58.14
39.63,55.8,58.75
37.49,64.38,62.65
51.05,62.31,60.25
56.8,63.34,61.12
40.01,61.25,62.49
47.29,52.44,59.0
35.57,58.91,59.16
37.14,58.7,60.88
56.65,60.47,58.57
43.2,62.78,59.06
32.96,61.1,57.01
54.34,49.09,60.42
49.21,52.52,59.83
39.98,55.43,62.15
52.48,60.19,58.92
36.86,58.22,62.83
46.2,60.91,61.65
41.52,54.32,59.62
56.35,60.88,60.49
44.75,65.68,61.08
62.4,63.63,59.8
67.45,58.09,59.06
48.75,60.93,58.18
47.62,53.9,61.98
36.67,52.36,61.13
59.98,55.22,61.74
48.57,60.89,62.43
35.45,58.3,57.72
44.96,61.46,61.03
69.47,51.26,60.07
60.35,66.93,60.13
43.89,59.08,63.75
45.33,51.65,60.91
33.8,62.47,58.14
59.42,59.04,59.7
41.19,53.27,58.42
43.81,63.98,59.7
41.14,57.17,56.51
53.93,60.2,60.86
26.44,63.64,57.71
50.45,62.76,58.48
47.74,63.31,59.11
42.44,60.16,57.52
38.42,66.58,58.4
66.24,61.75,59.49
50.9,59.45,57.78
42.54,58.41,60.89
28.97,59.91,57.77
50.01,66.63,58.85
59.97,69.13,61.89
41.14,61.1,60.25
50.52,53.76,60.43
40.7,49.01,59.78
43.18,57.43,59.74
55.82,62.55,59.65
65.42,68.58,59.34
46.6,59.42,61.32
46.17,59.21,57.0
31.89,54.73,64.36
63.2,56.53,63.48
52.08,57.76,63.85
67.8,58.9,61.39
49.49,62.63,65.11
41.37,64.06,63.12
50.78,60.94,58.06
41.28,60.21,58.51
46.9,61.61,63.07
47.4,61.91,61.05
29.44,59.72,59.72
41.86,56.64,59.78
48.36,71.48,59.04
36.81,58.34,64.65
59.88,66.19,57.41
31.59,59.59,59.84
35.65,61.6,57.43
33.98,54.1,55.51
49.71,58.77,59.21
24.25,63.79,62.9
46.74,59.97,59.18
33.52,55.94,60.29
50.7,47.29,61.03
52.7,62.04,61.71
51.12,62.55,62.45
52.31,67.48,63.19
32.11,62.26,63.31
40.45,59.8,63.26
50.64,59.41,61.31
63.62,58.9,60.58
39.83,65.61,60.4
56.27,56.44,61.02
50.15,55.13,62.44
49.43,64.7,59.32
48.29,57.82,63.79
49.23,61.01,59.84
47.52,54.41,60.57
37.54,64.02,61.25
72.23,59.15,60.34
32.63,62.75,60.51
25.8,61.16,57.93
51.28,59.22,59.32
41.79,67.13,56.63
53.66,53.82,61.6
42.68,65.86,60.46
48.52,56.46,57.59
40.08,58.29,58.06
41.28,43.02,64.12
36.88,59.59,60.86
53.48,54.27,63.29
32.87,58.75,63.42
41.82,61.59,63.66
34.76,66.67,61.42
53.28,58.29,61.48
41.22,58.48,56.01
57.22,57.31,62.91
57.14,59.65,60.89
53.61,57.11,63.89
48.69,62.13,60.64
32.76,54.44,60.69
45.51,54.79,58.38
36.12,64.73,61.65
41.44,60.46,60.23
49.5,52.8,60.24
72.66,56.62,60.66
43.85,50.54,58.54
47.99,70.26,58.79
44.22,67.67,59.28
54.95,57.97,61.86
39.83,62.05,63.6
56.63,69.45,59.06
27.66,55.9,58.21
58.11,57.94,59.39
34.03,58.09,58.45
47.1,57.61,59.52
45.5,67.91,58.63
62.19,55.57,57.46
41.12,59.43,59.76
33.02,61.92,58.51
46.23,61.15,62.11
44.63,56.84,61.55
40.81,63.75,60.37
42.0,57.4,57.93
55.24,68.38,61.04
45.83,54.74,59.81
36.72,59.13,61.17
51.23,62.11,62.83
44.35,60.53,59.84
38.73,61.62,57.82
41.6,58.52,58.21
58.83,63.48,61.06
46.92,64.68,59.85
56.11,65.46,60.57
36.54,69.56,58.33
37.38,55.89,56.69
65.63,52.97,59.94
46.62,59.05,59.31
51.06,62.78,57.45
44.87,64.68,59.37
38.47,62.53,62.51
36.78,55.51,61.12
44.59,66.1,60.89
49.39,64.18,61.41
35.47,64.23,58.31
62.94,63.23,62.08
55.95,58.94,56.94
28.87,60.78,61.34
33.57,58.73,60.84
39.55,57.78,64.56
37.28,62.0,57.17
52.23,62.14,56.02
51.29,59.07,59.51
54.99,58.75,58.78
49.45,59.88,58.81
44.56,57.44,61.75
38.28,61.68,58.95
57.65,60.1,60.8
36.37,60.03,57.83
37.49,58.99,61.83
47.99,55.21,58.54
21.39,64.78,60.95
42.4,56.83,57.75
29.02,52.49,56.72
54.71,64.18,60.28
35.41,57.05,60.73
38.29,50.45,61.69
52.66,59.02,58.65
49.3,55.0,59.37
51.87,64.38,60.6
29.04,62.14,61.54
58.53,59.72,59.5
67.12,61.46,59.76
39.95,58.21,56.99
29.6,58.81,59.7
36.7,57.56,64.45
43.43,59.49,59.37
38.67,60.49,65.49
46.74,62.1,57.66
42.27,63.63,58.76
53.43,65.36,60.02
38.39,66.24,62.57
32.07,56.04,57.58
64.56,58.0,56.37
49.79,55.96,59.95
35.57,74.33,59.93
47.47,58.13,63.17
48.93,54.9,61.25
38.19,66.74,60.57
41.78,62.99,59.15
28.69,61.3,61.4
37.18,52.13,58.57
40.63,61.3,59.82
37.11,66.31,61.44
48.95,57.44,58.28
42.11,65.91,60.11
49.98,55.45,59.82
34.91,55.45,58.04
54.71,59.12,58.53
32.54,57.92,59.52
45.53,59.52,61.33
59.16,66.7,57.46
49.82,51.31,61.13
42.96,66.42,59.54
53.43,57.4,62.93
56.93,59.02,61.6
40.08,61.29,60.52
47.51,61.18,64.21
50.86,48.98,60.42
53.08,53.93,59.28
58.21,76.34,62.11
56.2,61.35,61.38
50.5,61.81,61.47
42.73,59.43,57.45
39.31,63.2,55.23
41.13,53.11,61.7
26.99,63.52,64.13
46.2,60.49,61.26
44.05,57.51,56.9
55.71,65.75,58.67
48.66,65.39,57.41
51.51,59.9,60.69
44.73,52.17,60.77
66.34,65.77,61.75
48.91,70.58,58.66
47.85,52.96,60.37
39.06,65.29,59.23
56.17,54.3,61.1
39.78,61.73,59.46
31.6,68.13,62.35
34.22,63.81,60.57
30.77,55.9,58.71
56.92,67.99,60.4
64.21,57.55,65.06
55.29,58.84,57.48
51.18,58.72,58.49
34.64,55.24,57.89
51.73,61.27,59.24
37.74,67.57,59.37
56.7,49.59,60.17
43.78,57.19,62.52
49.11,50.46,59.0
35.37,60.26,59.79
45.22,66.26,62.25
62.08,63.25,62.87
47.0,66.78,62.54
41.69,59.48,61.77
29.34,61.72,59.09
63.86,54.56,58.15
28.15,65.09,59.82
48.83,59.26,63.36
38.36,51.8,59.62
37.91,60.97,60.68
50.29,58.47,60.08
43.88,55.49,59.89
44.59,61.88,59.33
35.43,70.19,61.46
52.54,58.96,60.98
41.54,66.87,60.43
43.99,53.0,56.05
65.18,54.66,59.08
26.22,61.7,66.19
58.79,54.46,58.2
75.06,65.95,62.59
36.22,59.53,59.52
51.31,56.4,58.32
32.17,69.41,62.01
32.62,52.05,63.57
48.73,56.75,61.74
41.54,57.23,63.44
37.11,53.62,55.99
45.69,66.0,60.56
65.92,47.74,60.39
38.91,68.62,59.46
37.18,55.31,61.69
38.44,58.23,59.45
60.45,61.64,56.62
55.31,64.74,59.92
45.74,62.27,60.28
32.8,62.74,63.91
39.86,60.22,59.31
32.82,60.36,60.88
35.82,58.16,61.85
42.76,61.46,57.8
47.8,67.59,62.16
56.18,72.57,63.44
48.14,61.21,60.03
65.16,60.27,59.51
43.74,55.13,61.56
37.66,57.5,57.88
30.16,63.25,62.73
42.94,63.09,60.04
42.35,52.49,58.49
45.4,67.2,58.46
32.95,57.21,64.23
40.9,62.36,60.78
35.39,59.12,59.03
40.33,61.55,60.28
49.2,59.07,61.78
60.07,61.98,58.99
50.77,54.09,59.36
43.13,51.41,63.21
38.06,52.18,60.36
49.49,57.98,60.59
39.28,58.63,58.33
50.21,53.02,62.72
37.81,56.74,59.67
35.19,68.94,58.83
38.5,55.9,60.81
42.76,66.6,59.21
32.75,62.84,62.73
44.75,65.3,60.68
46.71,57.23,63.87
44.43,53.17,61.82
31.41,71.29,58.28
49.2,51.73,59.0
45.52,63.9,56.97
39.49,71.19,61.42
49.73,67.43,62.26
44.57,61.54,59.84
38.91,53.83,59.98
32.82,59.67,58.32
43.0,58.48,59.02
22.81,63.75,62.73
44.04,56.15,61.39
29.91,60.35,60.05
31.38,57.75,59.86
37.18,65.41,62.36
33.39,60.19,64.03
45.26,56.45,62.17
35.66,55.37,59.52
33.76,69.07,60.91
50.12,54.03,63.05
58.38,61.4,59.94
47.06,62.94,62.65
47.88,61.2,57.87
28.14,66.45,58.86
47.78,54.89,56.23
25.24,75.8,61.07
49.68,63.3,57.97
56.02,58.53,62.09
38.74,60.86,60.62
27.22,53.18,57.83
38.26,59.11,59.22
38.0,51.62,60.56
42.73,48.66,55.91
56.62,54.32,61.91
50.13,56.93,62.37
39.54,63.56,58.56
60.18,61.81,56.52
68.75,59.26,60.98
53.54,53.0,57.87
68.63,56.16,59.4
34.54,61.64,59.57
43.65,66.31,60.78
45.68,67.59,57.77
42.85,60.91,58.5
42.71,58.2,59.4
43.06,66.24,60.06
44.91,52.71,57.66
52.59,65.36,63.59
48.15,51.74,61.31
37.48,61.54,64.45
41.65,53.77,60.09
41.9,61.06,57.11
39.85,57.53,60.24
45.77,52.43,60.08
42.04,70.24,58.25
50.21,54.61,54.63
48.92,68.36,60.76
50.44,54.86,57.1
41.67,62.01,56.68
48.5,63.79,59.78
54.96,66.08,56.15
46.7,65.58,60.35
38.6,59.41,60.52
34.16,63.64,62.39
42.75,60.78,55.01
43.73,61.86,64.02
31.69,63.78,58.49
37.13,58.12,62.56
50.87,66.32,58.77
34.18,53.39,61.67
42.65,62.45,60.11
37.02,55.56,57.16
31.81,55.17,61.6
47.33,62.61,61.08
50.3,61.79,63.51
57.47,59.09,60.07
60.74,55.43,57.77
35.01,50.09,62.52
48.31,66.49,61.36
32.39,59.53,56.8
56.77,63.37,61.74
51.86,59.15,60.95
57.03,56.03,62.77
82.81,49.31,61.39
51.86,61.85,60.9
46.42,61.56,59.72
31.98,55.52,58.35
61.04,69.34,61.11
37.06,54.15,59.52
30.32,63.57,59.79
49.78,63.22,58.95
59.22,64.31,59.26
58.65,56.22,63.25
43.48,62.91,58.02
44.16,65.72,59.58
63.76,60.18,60.2
36.4,66.18,61.76
43.83,60.29,56.49
36.22,63.08,58.76
36.76,58.15,59.76
50.03,55.06,62.71
52.22,59.62,58.75
34.27,54.93,61.39
30.9,66.51,62.64
47.17,64.91,60.4
61.34,63.26,61.5
44.64,65.88,60.85
43.65,56.14,61.42
39.6,64.83,58.98
51.42,60.03,59.79
47.54,61.76,59.11
55.41,54.91,60.36
46.91,57.7,59.17
47.66,70.36,58.52
28.82,63.15,57.51
34.52,58.49,57.49
45.51,63.24,58.93
62.24,50.54,59.66
54.81,60.48,61.4
45.79,55.31,59.8
34.07,57.16,60.99
53.6,63.13,60.64
40.6,60.23,60.16
53.05,46.35,62.26
56.98,54.74,56.76
61.03,52.62,61.09
38.5,61.59,62.5
57.42,55.83,60.42
42.17,68.19,56.34
48.4,48.62,56.97
28.81,69.49,59.68
51.24,57.31,58.29
37.96,57.19,55.33
47.4,66.17,57.85
48.29,61.73,63.87
47.71,59.68,61.07
42.4,56.57,65.56
39.43,54.56,59.79
70.98,59.68,63.34
55.04,67.51,61.09
52.26,56.4,59.63
42.33,63.36,61.62
44.31,64.52,58.13
52.82,63.14,60.6
55.59,59.31,60.24
40.2,54.03,64.12
63.05,59.75,60.56
32.51,66.83,59.17
38.59,67.2,60.53
44.47,52.89,59.49
43.31,59.53,60.35
36.15,52.49,62.42
41.97,55.71,57.29
53.37,51.17,62.1
52.52,62.06,58.25
49.2,60.2,59.69
56.77,53.3,57.85
32.16,59.92,60.04
41.14,62.79,54.56
27.95,58.04,60.8
76.54,63.4,55.47
46.4,61.24,63.64
24.97,54.44,60.09
44.95,60.68,58.85
41.67,57.13,61.65
28.39,66.94,61.61
39.2,64.25,53.67
35.73,63.8,56.33
40.93,53.63,58.36
36.19,52.92,63.59
38.02,64.98,58.92
31.03,56.88,58.25
45.95,54.48,61.89
32.63,67.01,58.97
43.69,69.54,61.99
51.43,61.5,61.16
42.95,63.16,59.65
58.0,66.9,61.71
51.55,58.37,57.86
40.81,71.3,59.0
35.51,63.84,58.81
48.41,53.35,61.55
39.27,59.31,60.04
37.56,61.37,64.15
59.13,58.39,59.66
40.77,53.2,57.21
56.06,60.88,61.57
38.93,56.45,58.06
46.95,63.64,59.74
79.37,52.65,61.37
36.77,60.98,60.65
54.96,60.18,62.86
59.98,66.79,58.87
53.93,54.72,62.46
57.83,61.38,56.99
46.63,59.87,59.49
39.28,59.42,57.47
49.28,60.15,59.27
45.35,54.73,58.1
36.01,55.43,57.58
45.88,70.6,57.4
46.79,64.87,57.5
38.95,68.93,59.07
54.81,53.96,59.69
36.2,53.99,59.62
30.47,54.91,60.39
36.59,57.36,60.35
36.63,53.94,58.98
41.22,46.12,56.16
54.28,50.36,58.59
51.81,55.5,56.08
31.65,61.33,58.93
32.41,58.9,61.64
37.32,61.13,60.5
37.7,51.49,58.64
48.92,61.58,59.7
25.0,51.54,57.21
31.37,59.94,58.54
43.06,66.91,61.3
34.71,63.01,60.44
62.63,54.16,63.58
72.14,59.09,59.66
52.55,57.01,59.74
32.6,64.35,62.62
34.65,63.54,61.93
43.78,57.22,61.67
59.9,62.47,59.84
27.45,55.5,62.93
31.24,65.59,60.07
45.49,60.34,58.83
46.62,55.37,57.51
35.51,65.44,60.74
74.08,62.96,60.19
34.77,58.02,60.54
37.68,49.76,61.63
45.83,60.13,55.57
45.43,60.8,59.99
51.89,52.72,60.25
33.65,48.35,61.61
60.79,62.65,59.03
57.29,66.36,56.04
45.68,65.86,61.35
45.93,57.87,59.44
34.15,52.78,60.73
39.41,53.37,64.94
49.33,69.33,59.15
47.76,62.74,61.37
54.94,57.94,63.57
57.19,64.9,55.16
42.64,60.17,61.88
53.99,64.77,59.19
45.99,57.64,57.07
49.79,66.86,58.89
40.8,64.32,58.34
46.87,66.75,62.19
46.28,55.85,59.73
46.62,60.05,61.13
34.13,64.58,57.21
38.66,56.06,63.01
32.74,66.93,62.71
38.76,64.22,58.17
31.88,59.12,58.9
41.81,62.23,58.8
44.25,62.88,61.05
31.79,64.43,61.68
32.47,55.4,62.85
47.41,67.43,65.35
67.95,67.21,58.94
27.26,54.72,57.91
35.81,61.08,58.05
59.79,59.77,57.9
46.37,57.55,61.06
37.74,72.84,60.51
46.58,65.33,65.74
30.45,58.47,59.05
40.04,58.06,59.9
38.0,57.65,60.73
40.26,56.2,64.97
53.11,58.06,59.31
40.35,63.8,55.13
38.58,62.27,59.3
55.0,54.34,58.39
35.62,50.27,60.86
54.85,56.82,61.43
26.3,62.44,58.86
52.75,57.22,57.51
64.13,57.12,60.07
42.53,57.76,61.29
50.04,58.67,64.24
45.66,63.74,57.5
55.49,67.92,60.35
56.25,57.53,57.85
51.77,59.59,58.73
46.2,62.16,60.49
41.92,66.98,58.32
61.0,60.52,63.02
51.01,57.08,59.0
42.45,63.57,61.35
46.08,55.44,59.11
43.15,53.86,59.81
48.91,62.06,60.54
49.99,61.85,59.44
51.83,58.91,60.26
48.55,57.19,60.57
40.8,49.77,61.74
59.46,68.44,59.28
53.78,61.18,63.7
30.38,61.21,60.27
39.63,58.55,58.41
53.12,61.18,58.8
53.9,70.85,62.16
33.46,60.56,55.59
44.67,58.12,62.27
44.94,61.58,60.56
35.95,62.69,60.66
60.82,53.56,58.84
30.01,59.84,64.36
38.65,56.56,62.03
60.48,58.88,59.86
38.48,59.49,55.73
52.15,64.09,60.06
47.33,59.3,63.25
37.0,56.15,60.66
40.06,65.68,59.47
36.96,58.59,62.75
43.08,57.74,61.24
37.09,62.12,60.75
38.9,63.28,60.62
43.17,65.63,61.65
45.91,61.99,58.18
56.72,62.32,62.27
41.0,58.99,58.3
42.84,55.66,63.4
47.9,49.72,55.12
50.17,54.93,60.9
27.76,63.65,59.42
31.83,66.36,65.79
50.82,63.44,59.63
35.95,62.06,60.43
52.5,72.5,59.44
37.25,56.19,59.2
37.25,58.25,59.77
56.66,60.09,65.76
50.72,60.81,62.23
34.95,64.23,60.6
35.57,64.73,60.9
44.91,58.69,66.4
51.46,60.88,59.23
47.21,57.99,59.0
31.78,55.14,61.4
52.49,60.62,60.12
40.2,66.54,60.77
27.93,57.02,61.5
47.15,57.77,58.42
42.11,61.39,60.49
33.37,56.14,60.08
42.98,56.1,56.76
34.12,66.49,56.72
48.45,60.47,57.35
45.29,57.86,61.82
45.91,61.36,58.82
46.35,61.69,61.89
49.91,63.95,59.98
56.78,44.8,62.38
45.56,63.73,59.99
52.3,63.48,60.48
38.36,60.63,56.79
46.79,65.5,57.88
47.43,51.88,62.29
51.38,66.0,58.36
66.09,66.96,57.03
36.33,58.15,60.91
40.41,60.54,61.54
48.6,56.82,63.13
42.02,67.37,62.85
47.56,60.84,59.0
24.77,54.55,62.81
49.03,66.01,59.14
40.21,58.5,60.04
50.51,61.37,61.5
31.89,62.43,59.56
43.73,62.42,59.23
61.33,55.92,63.55
32.17,65.73,59.8
41.26,63.55,61.43
51.99,66.77,58.26
66.71,62.42,58.03
41.06,51.97,59.46
41.74,57.45,57.11
33.11,58.38,60.5
48.29,63.45,57.91
39.8,64.29,60.49
27.11,60.95,62.2
53.0,57.0,56.89
42.03,65.18,60.2
44.35,61.91,59.55
31.37,64.27,59.44
50.68,58.01,61.9
31.89,61.66,60.98
45.08,54.0,59.62
43.74,45.02,61.81
43.84,70.19,60.95
58.85,58.0,56.3
48.45,56.11,57.4
43.27,61.38,60.59
42.99,53.39,61.3
34.11,57.83,59.92
48.7,60.9,58.85
48.74,60.94,62.05
45.14,57.28,58.9
40.35,56.49,60.54
40.29,58.77,62.33
41.34,58.98,63.21
52.32,48.05,63.2
46.66,67.65,62.18
43.09,65.32,58.86
31.43,59.4,60.1
42.28,63.06,60.93
38.97,56.75,59.32
27.26,55.0,59.49
49.25,64.12,62.7
40.23,68.56,57.99
42.45,57.7,62.16
48.25,62.99,59.75
46.15,69.62,62.18
47.89,51.25,59.09
35.98,63.45,58.27
55.49,54.52,59.03
60.28,59.93,61.16
53.14,63.04,59.69
36.98,64.26,60.18
46.83,54.72,60.62
35.35,61.44,58.16
56.77,60.79,57.52
63.7,56.16,59.95
43.98,60.24,58.48
50.23,64.42,60.8
29.82,63.48,59.18
41.31,59.8,59.37
46.0,62.35,58.73
62.54,52.94,54.03
40.09,60.08,59.88
44.9,60.81,60.15
55.51,66.47,58.86
41.17,63.57,62.24
46.17,57.01,64.12
44.69,65.72,63.87
37.6,52.21,57.76
43.74,63.69,61.97
37.51,66.56,58.06
54.11,60.69,61.81
44.27,65.39,56.72
38.89,66.95,60.96
53.68,63.29,58.38
54.56,51.39,57.91
41.8,60.24,61.5
37.42,56.93,58.81
43.36,50.0,57.96
43.07,61.51,62.28
68.19,59.25,57.62
38.9,60.96,60.87
56.91,66.72,59.23
47.85,61.99,61.4
43.26,57.1,57.9
60.51,63.47,60.88
39.27,62.02,59.42
37.94,60.31,58.76
33.11,71.25,60.21
51.1,58.04,60.87
51.0,63.18,61.24
42.08,62.78,56.36
44.01,67.36,62.28
42.34,56.93,58.89
38.17,62.94,62.48
38.32,68.01,66.59
49.88,60.1,60.36
47.51,62.6,60.09
48.14,63.07,62.54
27.4,61.16,55.9
45.2,56.94,55.86
59.98,64.99,58.23
57.22,53.95,59.99
32.2,52.94,62.92
32.63,67.9,60.18
50.44,64.03,61.69
55.49,65.76,61.66
45.33,65.41,59.76
43.6,62.04,59.08
36.47,60.6,58.49
42.37,53.44,62.01
47.07,61.92,58.78
43.56,61.35,60.97
30.29,55.08,58.99
42.53,66.95,62.57
46.42,66.53,62.47
53.33,62.29,60.99
44.02,67.74,63.32
29.4,61.02,59.0
52.14,59.96,58.99
71.86,60.88,59.46
34.43,54.24,59.11
46.23,70.95,57.2
46.47,64.17,58.05
60.41,64.77,61.45
59.72,58.48,60.23
39.71,59.12,61.85
51.6,59.1,63.12
32.67,62.25,60.6
29.85,52.88,55.95
32.45,62.66,60.07
36.57,64.73,56.37
42.59,64.36,60.02
38.65,56.0,59.06
46.99,57.54,60.02
42.58,54.21,61.85
35.01,77.5,58.6
32.83,57.42,59.17
38.13,64.08,61.6
54.94,59.95,60.62
43.46,56.36,60.04
39.03,62.22,58.35
55.11,52.88,57.26
28.71,56.98,61.57
41.17,50.7,61.62
56.45,54.33,59.37
44.95,54.4,62.64
42.15,58.88,60.29
45.75,57.71,59.53
38.9,71.96,59.82
54.42,60.25,58.43
36.77,56.68,60.88
56.33,70.51,62.2
52.42,67.31,60.85
43.31,56.48,62.67
39.25,60.64,61.62
54.42,50.48,60.25
53.04,64.28,57.72
30.11,60.56,55.45
50.97,54.08,57.16
54.86,56.34,63.99
48.08,58.71,58.93
40.48,65.26,59.74
49.17,65.24,59.99
36.72,52.38,58.61
34.15,61.67,60.26
34.03,63.57,56.34
43.23,57.92,59.33
52.12,60.53,61.81
49.19,56.83,59.63
34.64,60.13,58.9
45.34,67.35,60.76
51.82,62.45,58.41
61.69,66.56,60.31
29.97,53.51,58.78
42.29,61.97,59.01
48.22,56.39,58.82
51.52,64.03,63.1
30.7,62.87,58.64
43.06,54.79,56.23
59.82,68.66,60.27
58.6,67.38,59.31
50.6,56.19,58.27
47.68,55.2,61.7
35.98,60.44,61.17
69.42,61.14,58.81
34.87,56.18,61.26
35.08,65.12,62.45
45.48,60.7,59.18
56.23,56.18,62.21
52.53,55.03,58.93
45.69,57.76,57.19
40.43,57.29,58.7
44.41,53.97,63.06
52.04,62.27,62.41
52.31,65.72,61.94
56.32,54.13,61.41
45.09,54.83,60.24
54.21,67.84,58.61
45.95,57.61,59.36
46.95,64.91,58.27
42.14,65.31,59.65
48.6,68.39,60.88
44.11,57.48,60.91
27.66,60.45,60.71
42.9,64.23,61.83
35.03,59.72,57.35
37.95,59.5,60.65
57.76,58.11,61.67
44.88,63.39,58.19
45.96,54.51,63.44
35.66,60.29,60.14
56.44,55.52,57.67
50.2,60.05,60.33
40.39,52.41,60.21
66.5,56.49,57.56
57.58,60.0,59.34
37.84,64.36,58.95
46.89,67.86,59.24
40.82,52.84,60.62
41.49,62.17,63.72
33.52,58.77,58.5
44.75,62.68,60.71
27.24,61.64,61.55
48.21,59.17,61.64
52.4,64.12,59.82
42.39,69.47,57.0
51.66,58.36,57.55
28.27,61.08,59.14
35.43,56.69,57.71
46.66,58.2,58.36
45.71,50.86,57.06
34.29,61.12,63.05
39.96,51.29,62.04
46.49,60.44,59.61
42.26,71.35,59.34
55.78,56.51,59.31
30.89,53.5,60.12
47.47,57.14,62.62
50.28,62.71,58.15
61.03,65.12,59.43
49.96,50.24,58.19
60.53,63.3,61.74
44.51,58.27,60.26
34.68,60.6,58.39
46.92,57.64,59.99
46.55,61.71,58.58
30.22,58.37,56.72
40.08,63.55,59.12
55.62,70.03,57.39
42.49,57.81,59.5
40.73,63.0,61.07
30.62,54.27,58.34
54.48,59.75,61.54
50.95,57.14,63.34
56.0,61.46,58.28
45.66,53.18,61.44
44.65,53.89,58.74
37.17,56.19,64.12
30.02,64.36,60.69
30.64,59.46,61.32
27.85,60.17,60.4
43.69,58.02,63.94
69.33,61.95,65.79
34.69,57.5,59.2
42.81,59.9,60.37
35.92,61.25,61.29
53.79,67.35,57.08
32.5,52.57,61.34
42.35,60.95,58.01
40.16,57.12,56.25
39.65,59.67,65.53
41.59,62.47,61.2
45.14,67.64,61.38
36.18,63.27,59.1
30.64,60.69,61.04
38.02,57.94,58.68
56.86,61.26,58.81
39.83,61.95,58.65
36.36,53.83,54.2
65.98,64.98,59.06
42.61,61.27,60.33
42.46,61.32,60.31
65.65,60.34,60.9
55.24,52.9,60.45
44.43,66.2,61.15
34.9,56.99,58.22
50.66,56.58,61.72
34.91,66.26,63.87
29.76,54.61,63.55
